genre,energy,loudness,tempo,danceability
Alternative,0.647,-8.509,79.81,0.709
Alternative,0.735,-4.749,163.132,0.436
Alternative,0.917,-6.086,140.639,0.544
Alternative,0.606,-5.06,93.06,0.603
Alternative,0.641,-5.104,142.043,0.487
Alternative,0.973,-3.642,125.691,0.524
Alternative,0.919,-5.938,108.017,0.657
Alternative,0.889,-4.43,131.995,0.611
Alternative,0.761,-4.469,119.001,0.675
Alternative,0.611,-5.739,79.572,0.584
Alternative,0.613,-9.656,119.536,0.588
Alternative,0.816,-5.917,100.009,0.771
Alternative,0.646,-5.334,112.228,0.492
Alternative,0.913,-5.014,108.01,0.663
Alternative,0.51,-7.688,165.98,0.328
Alternative,0.89,-5.552,159.275,0.257
Alternative,0.329,-11.781,145.04,0.358
Alternative,0.733,-5.375,146.936,0.45
Alternative,0.376,-10.549,89.671,0.343
Alternative,0.827,-5.772,82.05,0.496
Alternative,0.913,-3.452,163.689,0.444
Alternative,0.879,-4.197,119.746,0.667
Alternative,0.446,-11.354,51.539,0.442
Alternative,0.952,-2.888,130.997,0.508
Alternative,0.605,-11.492,134.092,0.698
Alternative,0.954,-3.741,126.059,0.601
Alternative,0.834,-7.737,105.292,0.665
Alternative,0.575,-11.758,91.041,0.555
Alternative,0.27,-9.591,120.308,0.565
Alternative,0.96,-4.159,173.855,0.393
Alternative,0.989,-4.5,142.29,0.529
Alternative,0.537,-5.646,79.982,0.584
Alternative,0.967,-5.45,119.582,0.343
Alternative,0.204,-22.191,167.335,0.604
Alternative,0.89,-6.062,169.97,0.411
Alternative,0.384,-10.371,126.57,0.533
Alternative,0.594,-14.033,157.917,0.525
Alternative,0.742,-4.531,139.933,0.558
Alternative,0.812,-4.193,99.935,0.556
Alternative,0.501,-6.664,69.858,0.245
Alternative,0.921,-2.581,140.031,0.28
Alternative,0.598,-8.386,82.991,0.56
Alternative,0.655,-8.3,92.259,0.657
Alternative,0.377,-8.768,89.794,0.516
Alternative,0.958,-4.096,165.973,0.445
Alternative,0.975,-4.372,100.014,0.498
Alternative,0.882,-5.209,127.993,0.586
Alternative,0.701,-6.054,120.005,0.757
Alternative,0.852,-4.448,155.653,0.364
Alternative,0.922,-4.802,124.947,0.552
Alternative,0.994,-2.222,87.469,0.218
Alternative,0.714,-6.315,120.598,0.529
Alternative,0.339,-10.722,65.995,0.52
Alternative,0.771,-9.752,81.615,0.495
Alternative,0.981,-5.412,97.131,0.399
Alternative,0.898,-3.966,119.972,0.654
Alternative,0.652,-6.196,173.009,0.274
Alternative,0.959,-4.611,104.985,0.493
Alternative,0.774,-5.082,153.259,0.594
Alternative,0.208,-11.669,90.346,0.389
Alternative,0.893,-4.589,148.043,0.348
Alternative,0.925,-7.336,134.177,0.404
Alternative,0.625,-5.112,170.397,0.487
Alternative,0.694,-8.627,167.964,0.663
Alternative,0.968,-4.421,144.054,0.4
Alternative,0.808,-5.209,128.025,0.598
Alternative,0.454,-9.952,173.272,0.428
Alternative,0.865,-4.626,125.985,0.483
Alternative,0.971,-2.661,100.078,0.546
Alternative,0.78,-7.412,111.46,0.324
Alternative,0.844,-5.184,147.115,0.507
Alternative,0.802,-8.15,90.794,0.45
Alternative,0.832,-4.357,145.981,0.531
Alternative,0.681,-6.423,108.989,0.819
Alternative,0.716,-4.312,92.721,0.379
Alternative,0.631,-9.101,153.295,0.436
Alternative,0.384,-9.295,133.149,0.784
Alternative,0.681,-5.188,99.694,0.711
Alternative,0.515,-7.959,168.265,0.622
Alternative,0.73,-4.856,90.392,0.259
Alternative,0.771,-5.943,155.3,0.674
Alternative,0.781,-4.004,116.793,0.516
Alternative,0.903,-5.977,91.985,0.531
Alternative,0.751,-9.414,114.907,0.593
Alternative,0.927,-4.212,154.047,0.374
Alternative,0.193,-11.186,99.99,0.84
Alternative,0.288,-11.147,79.536,0.633
Alternative,0.889,-4.331,140.535,0.586
Alternative,0.75,-7.278,160.124,0.407
Alternative,0.958,-2.999,138.039,0.649
Alternative,0.623,-8.72,99.846,0.482
Alternative,0.925,-4.475,199.905,0.284
Alternative,0.912,-5.553,138.871,0.287
Alternative,0.75,-5.092,97.229,0.769
Alternative,0.253,-11.082,88.705,0.669
Alternative,0.792,-6.453,87.069,0.641
Alternative,0.983,-4.574,153.677,0.28
Alternative,0.676,-8.821,104.545,0.278
Alternative,0.67,-7.135,78.223,0.518
Alternative,0.775,-4.384,104.924,0.75
Alternative,0.567,-11.075,172.857,0.262
Alternative,0.714,-6.134,98.003,0.706
Alternative,0.655,-9.768,113.74,0.672
Alternative,0.723,-4.015,137.963,0.528
Alternative,0.921,-6.368,91.899,0.512
Alternative,0.723,-4.651,90.596,0.401
Alternative,0.954,-3.159,131.634,0.557
Alternative,0.693,-6.521,119.699,0.835
Alternative,0.899,-3.185,105.032,0.608
Alternative,0.581,-6.586,147.966,0.489
Alternative,0.856,-6.271,95.402,0.504
Alternative,0.956,-3.766,155.974,0.424
Alternative,0.959,-3.245,166.006,0.414
Alternative,0.665,-4.763,130.967,0.758
Alternative,0.925,-5.299,105.253,0.263
Alternative,0.688,-6.765,119.987,0.627
Alternative,0.428,-8.622,102.597,0.811
Alternative,0.563,-8.855,161.155,0.389
Alternative,0.912,-10.71,103.731,0.543
Alternative,0.94,-5.401,97.096,0.568
Alternative,0.526,-10.662,128.09,0.74
Alternative,0.803,-3.989,157.887,0.526
Alternative,0.924,-5.067,177.742,0.479
Alternative,0.995,-2.831,116.444,0.401
Alternative,0.457,-9.075,100.043,0.896
Alternative,0.883,-4.823,152.03,0.515
Alternative,0.83,-3.96,137.997,0.677
Alternative,0.714,-9.496,104.227,0.858
Alternative,0.737,-4.681,172.022,0.34
Alternative,0.351,-7.628,141.689,0.655
Alternative,0.97,-2.855,149.937,0.356
Alternative,0.902,-5.48,136.596,0.44
Alternative,0.307,-12.4,157.999,0.796
Alternative,0.991,-4.169,93.122,0.424
Alternative,0.799,-3.641,92.215,0.542
Alternative,0.654,-4.553,141.991,0.46
Alternative,0.782,-6.167,87.971,0.576
Alternative,0.852,-4.875,149.868,0.487
Alternative,0.445,-12.19,113.068,0.427
Alternative,0.888,-5.88,141.374,0.372
Alternative,0.605,-8.303,181.539,0.727
Alternative,0.721,-5.96,160.061,0.708
Alternative,0.842,-11.74,146.22,0.612
Alternative,0.595,-5.354,101.032,0.654
Alternative,0.714,-4.533,112.053,0.667
Alternative,0.614,-8.902,138.111,0.557
Alternative,0.983,-4.937,129.905,0.435
Alternative,0.901,-3.759,146.041,0.587
Alternative,0.709,-5.448,124.089,0.552
Alternative,0.405,-8.807,99.971,0.606
Alternative,0.872,-5.072,159.867,0.442
Alternative,0.483,-10.1,71.234,0.315
Alternative,0.877,-3.861,112.742,0.357
Alternative,0.79,-5.199,91.623,0.202
Alternative,0.402,-8.581,166.813,0.425
Alternative,0.955,-3.576,179.997,0.214
Alternative,0.664,-7.331,137.18,0.804
Alternative,0.322,-7.983,78.019,0.52
Alternative,0.68,-5.216,80,0.651
Alternative,0.775,-11.038,104.959,0.842
Alternative,0.937,-3.545,144.003,0.628
Alternative,0.884,-4.313,131.733,0.311
Alternative,0.818,-5.626,156.05,0.51
Alternative,0.286,-9.816,143.938,0.563
Alternative,0.715,-7.54,82.977,0.305
Alternative,0.144,-16.868,117.462,0.555
Alternative,0.901,-3.266,110.819,0.313
Alternative,0.915,-4.86,137.849,0.313
Alternative,0.841,-5.099,127.984,0.404
Alternative,0.282,-15.25,108.192,0.33
Alternative,0.234,-12.201,132.74,0.367
Alternative,0.963,-2.932,120.015,0.489
Alternative,0.79,-4.833,149.903,0.49
Alternative,0.771,-4.463,100.01,0.688
Alternative,0.957,-4.576,180.013,0.38
Alternative,0.927,-4.266,125.346,0.478
Alternative,0.433,-10.611,144.957,0.464
Alternative,0.665,-7.868,157.063,0.418
Alternative,0.836,-6.144,86.397,0.347
Alternative,0.905,-5.025,176.036,0.378
Alternative,0.703,-7.069,115.052,0.849
Alternative,0.702,-3.552,98.004,0.619
Alternative,0.527,-6.371,87.28,0.359
Alternative,0.791,-5.441,92.743,0.608
Alternative,0.705,-5.898,101.876,0.612
Alternative,0.564,-6.395,117.411,0.435
Alternative,0.558,-7.404,148,0.426
Alternative,0.888,-4.181,80.352,0.226
Alternative,0.65,-6.336,123.238,0.68
Alternative,0.992,-2.69,101.579,0.361
Alternative,0.403,-8.396,90.907,0.407
Alternative,0.644,-5.73,149.116,0.671
Alternative,0.926,-2.69,155.104,0.499
Alternative,0.709,-6.99,176.084,0.698
Alternative,0.799,-5.944,130.902,0.582
Alternative,0.829,-3.974,94.947,0.483
Alternative,0.929,-3.858,138.022,0.527
Alternative,0.718,-8.309,137.978,0.547
Alternative,0.821,-5.856,120.031,0.685
Alternative,0.387,-12.242,129.997,0.828
Alternative,0.817,-4.59,136.617,0.408
Alternative,0.737,-8.189,79.852,0.516
Alternative,0.704,-7.727,169.91,0.305
Alternative,0.72,-7.917,112.207,0.685
Alternative,0.491,-8.537,119.992,0.788
Alternative,0.937,-4.979,141.975,0.51
Alternative,0.388,-11.009,109.976,0.866
Alternative,0.882,-6.354,125.603,0.578
Alternative,0.961,-3.125,175.241,0.327
Alternative,0.818,-6.545,113.954,0.708
Alternative,0.513,-9.971,143.741,0.315
Alternative,0.469,-7.13,120.849,0.896
Alternative,0.892,-4.73,143.884,0.574
Alternative,0.955,-4.365,120.01,0.618
Alternative,0.897,-2.921,166.652,0.608
Alternative,0.667,-8.126,187.767,0.384
Alternative,0.79,-5.932,80.923,0.543
Alternative,0.688,-13.591,86.305,0.612
Alternative,0.613,-5.537,130.054,0.669
Alternative,0.453,-8.864,134.799,0.482
Alternative,0.732,-6.216,108.01,0.801
Alternative,0.71,-3.941,90.024,0.495
Alternative,0.805,-5.589,96.983,0.714
Alternative,0.519,-9.878,90.886,0.582
Alternative,0.513,-11.151,172.208,0.591
Alternative,0.879,-5.364,154.921,0.501
Alternative,0.506,-5.699,93.971,0.655
Alternative,0.827,-5.107,65.839,0.462
Alternative,0.804,-6.444,140.628,0.541
Alternative,0.894,-5.564,123.031,0.588
Alternative,0.73,-7.044,114.874,0.335
Alternative,0.917,-7.312,121.988,0.515
Alternative,0.735,-3.704,96.429,0.569
Alternative,0.967,-4.174,136.896,0.54
Alternative,0.556,-8.058,135.121,0.473
Alternative,0.858,-4.341,134.014,0.625
Alternative,0.789,-5.546,110.086,0.53
Alternative,0.936,-5.835,112.96,0.56
Alternative,0.732,-4.197,199.932,0.434
Alternative,0.4,-11.863,99.998,0.774
Alternative,0.615,-6.296,142.035,0.694
Alternative,0.934,-3.833,116.011,0.625
Alternative,0.97,-5.424,149.749,0.315
Alternative,0.932,-4.764,135.944,0.31
Alternative,0.938,-6.999,135.779,0.632
Alternative,0.721,-7.743,84.987,0.586
Alternative,0.3,-9.135,81.098,0.621
Alternative,0.937,-6.243,148.036,0.401
Alternative,0.945,-4.54,174.005,0.331
Alternative,0.729,-5.598,119.002,0.656
Alternative,0.785,-4.483,152.053,0.419
Alternative,0.613,-10.847,137.793,0.369
Alternative,0.666,-9.732,146.467,0.519
Alternative,0.586,-5.978,129.894,0.693
Alternative,0.9,-3.189,169.639,0.458
Alternative,0.292,-11.332,143.366,0.508
Alternative,0.912,-3.449,110.339,0.6
Alternative,0.89,-3.148,115.941,0.607
Alternative,0.621,-10.024,135.538,0.681
Alternative,0.727,-6.116,79.994,0.498
Alternative,0.847,-5.216,166.17,0.366
Alternative,0.524,-6.666,80.572,0.656
Alternative,0.858,-5.471,130.006,0.601
Alternative,0.892,-3.653,174.021,0.564
Alternative,0.413,-7.88,115.997,0.593
Alternative,0.665,-4.878,105.284,0.712
Alternative,0.764,-6.946,99.841,0.556
Alternative,0.883,-2.775,158.082,0.57
Alternative,0.885,-8.226,94.397,0.467
Alternative,0.38,-14.809,92.05,0.727
Alternative,0.708,-5.367,135.019,0.782
Alternative,0.786,-6.467,94.971,0.502
Alternative,0.656,-6.172,127.5,0.538
Alternative,0.41,-9.824,135.978,0.806
Alternative,0.401,-9.702,154.986,0.529
Alternative,0.969,-2.34,77.011,0.519
Alternative,0.547,-11.816,133.577,0.682
Alternative,0.937,-5.116,163.141,0.511
Alternative,0.201,-13.299,90.018,0.587
Alternative,0.448,-8.282,126.704,0.482
Alternative,0.636,-8.688,78.244,0.576
Alternative,0.84,-6.347,99.936,0.644
Alternative,0.923,-3.495,172.046,0.241
Alternative,0.891,-3.713,100.789,0.545
Alternative,0.744,-5.047,125.949,0.715
Alternative,0.558,-7.508,135.076,0.714
Alternative,0.489,-8.725,147.943,0.534
Alternative,0.705,-9.463,126.704,0.331
Alternative,0.214,-13.984,80.989,0.638
Alternative,0.507,-7.872,95.018,0.612
Alternative,0.419,-10.523,77.919,0.67
Alternative,0.678,-7.733,95.027,0.546
Alternative,0.403,-5.825,120.877,0.823
Alternative,0.739,-5.598,133.735,0.385
Alternative,0.505,-7.63,131.636,0.478
Alternative,0.872,-6.636,84.075,0.584
Alternative,0.696,-4.881,117.968,0.764
Alternative,0.463,-7.247,147.981,0.673
Alternative,0.754,-4.639,145.066,0.632
Alternative,0.491,-7.305,93.019,0.827
Alternative,0.409,-7.55,139.678,0.648
Alternative,0.328,-8.378,143.909,0.653
Alternative,0.552,-6.838,168.124,0.443
Alternative,0.906,-6.13,125.459,0.431
Alternative,0.662,-6.473,80.318,0.678
Alternative,0.88,-6.605,109.158,0.617
Alternative,0.336,-11.001,80.002,0.71
Alternative,0.384,-11.953,122.48,0.865
Alternative,0.224,-6.994,97.749,0.42
Alternative,0.979,-3.335,103.032,0.51
Alternative,0.542,-5.589,83.938,0.433
Alternative,0.766,-7.056,149.989,0.576
Alternative,0.463,-9.792,97.106,0.551
Alternative,0.781,-6.131,137.965,0.579
Alternative,0.959,-3.447,186.438,0.254
Alternative,0.673,-4.311,94.91,0.855
Alternative,0.577,-9.292,122.506,0.422
Alternative,0.985,-2.386,82.043,0.49
Alternative,0.38,-8.906,119.936,0.671
Alternative,0.411,-6.64,148.967,0.269
Alternative,0.543,-6.857,114.965,0.512
Alternative,0.648,-6.773,86.021,0.446
Alternative,0.592,-9.653,100.914,0.782
Alternative,0.567,-7.536,174.814,0.593
Alternative,0.505,-7.419,148.26,0.511
Alternative,0.262,-10.573,123.518,0.594
Alternative,0.79,-8.336,180.392,0.388
Alternative,0.496,-8.212,90.008,0.638
Alternative,0.458,-5.57,115.059,0.93
Alternative,0.57,-7.08,122.67,0.453
Alternative,0.813,-4.321,148.027,0.465
Alternative,0.728,-4.287,95.438,0.408
Alternative,0.78,-4.946,93.998,0.512
Alternative,0.912,-6.327,114.289,0.644
Alternative,0.558,-9.159,80.511,0.67
Alternative,0.669,-5.166,178.21,0.407
Alternative,0.465,-7.662,120.172,0.778
Alternative,0.309,-9.922,123.974,0.766
Alternative,0.697,-8.183,121.948,0.627
Alternative,0.779,-5.022,104.966,0.492
Alternative,0.437,-6.21,93.819,0.206
Alternative,0.497,-9.236,120.016,0.902
Alternative,0.883,-8.988,149.024,0.627
Alternative,0.577,-6.446,172.035,0.749
Alternative,0.848,-6.832,171.264,0.293
Alternative,0.678,-5.552,112.277,0.503
Alternative,0.729,-6.806,79.888,0.586
Alternative,0.857,-3.74,90.282,0.844
Alternative,0.835,-7.812,100.079,0.642
Alternative,0.37,-10.783,123.948,0.807
Alternative,0.555,-6.683,134.049,0.663
Alternative,0.951,-3.267,122.455,0.609
Alternative,0.545,-6.221,76.328,0.511
Alternative,0.947,-5.053,170.616,0.214
Alternative,0.936,-3.458,75.497,0.463
Alternative,0.987,-1.711,142.031,0.461
Alternative,0.556,-7.43,148.01,0.357
Alternative,0.904,-4.844,134.231,0.208
Alternative,0.498,-8.945,166.488,0.329
Alternative,0.957,-7.864,95.033,0.639
Alternative,0.977,-3.535,95.009,0.469
Alternative,0.906,-4.303,129.982,0.571
Alternative,0.684,-7.115,84.022,0.482
Alternative,0.768,-7.48,169.873,0.246
Alternative,0.731,-4.345,84.042,0.502
Alternative,0.876,-6.324,103.974,0.501
Alternative,0.898,-4.647,142.136,0.46
Alternative,0.668,-8.364,86.931,0.793
Alternative,0.348,-12.04,87.527,0.663
Alternative,0.918,-4.83,105.031,0.681
Alternative,0.686,-7.095,74.943,0.505
Alternative,0.484,-6.454,148.035,0.832
Alternative,0.927,-4.877,101.162,0.518
Alternative,0.481,-5.762,124.858,0.491
Alternative,0.779,-4.664,101.022,0.712
Alternative,0.683,-7.504,144.019,0.627
Alternative,0.48,-9.2,120.043,0.921
Alternative,0.797,-4.529,154.05,0.529
Alternative,0.845,-4.876,153.484,0.331
Alternative,0.707,-5.654,148.114,0.411
Alternative,0.906,-8.414,139.185,0.29
Alternative,0.431,-9.744,95.037,0.537
Alternative,0.64,-7.168,113.507,0.715
Alternative,0.715,-3.974,122.722,0.716
Alternative,0.712,-6.097,138.005,0.509
Alternative,0.305,-10.969,148.038,0.481
Alternative,0.878,-3.418,176.173,0.394
Alternative,0.636,-5.597,114.07,0.592
Alternative,0.848,-4.718,150.069,0.499
Alternative,0.969,-4.046,127.116,0.458
Alternative,0.693,-3.141,155.937,0.386
Alternative,0.931,-4.411,115.039,0.565
Alternative,0.908,-2.42,120.522,0.63
Alternative,0.387,-10.696,147.926,0.528
Alternative,0.905,-3.103,126.12,0.546
Alternative,0.675,-5.74,162.114,0.377
Alternative,0.473,-8.656,143.614,0.385
Alternative,0.481,-9.068,103.063,0.871
Alternative,0.659,-6.766,79.64,0.702
Alternative,0.472,-7.552,134.027,0.545
Alternative,0.896,-4.569,117.964,0.493
Alternative,0.457,-7.32,100.221,0.508
Alternative,0.396,-10.654,77.046,0.521
Alternative,0.774,-4.716,141.959,0.468
Alternative,0.875,-4.383,149.366,0.175
Alternative,0.946,-2.679,154.969,0.315
Alternative,0.502,-8.559,137.937,0.508
Alternative,0.585,-10.363,120.08,0.779
Alternative,0.33,-12.801,119.978,0.764
Alternative,0.931,-3.499,137.976,0.557
Alternative,0.839,-5.115,165.951,0.606
Alternative,0.901,-4.175,170.007,0.467
Alternative,0.716,-6.594,164.404,0.3
Alternative,0.787,-5.058,105.963,0.34
Alternative,0.426,-6.961,184.866,0.477
Alternative,0.829,-5.413,173.074,0.392
Alternative,0.451,-10.234,63.489,0.6
Alternative,0.84,-7.861,98.649,0.417
Alternative,0.647,-5.411,157.877,0.72
Alternative,0.604,-8.561,91.546,0.427
Alternative,0.767,-2.788,96.483,0.592
Alternative,0.849,-5.03,125.613,0.671
Alternative,0.7,-4.966,103.983,0.869
Alternative,0.69,-8.956,81.871,0.535
Alternative,0.828,-4.526,144.049,0.478
Alternative,0.448,-7.865,135.914,0.499
Alternative,0.964,-4.358,125.047,0.546
Alternative,0.856,-6.119,129.794,0.724
Alternative,0.936,-5.323,105.029,0.725
Alternative,0.852,-5.272,127.954,0.64
Alternative,0.952,-4.51,184.916,0.394
Alternative,0.61,-7.071,82.523,0.61
Alternative,0.452,-9.106,99.993,0.803
Alternative,0.781,-7.657,130.28,0.656
Alternative,0.948,-2.865,106.112,0.397
Alternative,0.423,-8.184,60.014,0.592
Alternative,0.648,-7.332,181.874,0.683
Alternative,0.558,-10.001,103.995,0.695
Alternative,0.969,-5.26,119.994,0.324
Alternative,0.768,-5.687,112.103,0.475
Alternative,0.548,-6.965,148.077,0.64
Alternative,0.823,-5.744,169.961,0.629
Alternative,0.904,-4.377,92.948,0.57
Alternative,0.517,-7.122,151.695,0.624
Alternative,0.645,-9.765,125.847,0.678
Alternative,0.757,-9.931,157.957,0.403
Alternative,0.235,-14.074,91.24,0.526
Alternative,0.577,-8.119,94.908,0.827
Alternative,0.767,-4.521,83.97,0.426
Alternative,0.925,-4.474,105.995,0.723
Alternative,0.485,-6.02,119.879,0.628
Alternative,0.75,-5.202,185.97,0.331
Alternative,0.844,-5.414,76.001,0.443
Alternative,0.888,-4.736,137.939,0.487
Alternative,0.382,-12.976,82.827,0.518
Alternative,0.577,-10.127,116.982,0.763
Alternative,0.621,-6.736,107.991,0.585
Alternative,0.851,-3.6,156.727,0.223
Alternative,0.362,-9.751,86.92,0.684
Alternative,0.507,-8.876,76.757,0.708
Alternative,0.785,-8.513,125.015,0.658
Alternative,0.905,-6.829,162.165,0.262
Alternative,0.743,-5.459,100.048,0.642
Alternative,0.348,-11.319,117.312,0.714
Alternative,0.788,-6.25,100.001,0.599
Alternative,0.992,-3.099,119.957,0.509
Alternative,0.963,-4.361,120.729,0.395
Alternative,0.344,-7.804,178.102,0.39
Alternative,0.693,-7.097,144.883,0.312
Alternative,0.805,-6.716,139.073,0.389
Alternative,0.956,-4.011,97.011,0.449
Alternative,0.159,-11.048,116.074,0.493
Alternative,0.898,-2.72,122.985,0.686
Alternative,0.846,-6.569,120.017,0.582
Alternative,0.597,-6.722,84.819,0.223
Alternative,0.929,-6.16,79.994,0.634
Alternative,0.177,-12.265,146.153,0.646
Alternative,0.854,-3.868,89.4,0.433
Alternative,0.92,-2.843,99.919,0.358
Alternative,0.964,-2.711,164.046,0.505
Alternative,0.925,-3.804,161.791,0.387
Alternative,0.954,-4.226,186.126,0.347
Alternative,0.945,-4.696,154.987,0.542
Alternative,0.923,-3.965,112.936,0.54
Alternative,0.829,-6.649,143.197,0.332
Alternative,0.81,-5.101,105.996,0.629
Alternative,0.46,-8.659,81.003,0.801
Alternative,0.461,-10.17,84.723,0.548
Alternative,0.634,-5.173,145.922,0.502
Alternative,0.335,-9.011,115.31,0.435
Alternative,0.505,-9.572,84.736,0.439
Alternative,0.867,-3.153,135.984,0.588
Alternative,0.795,-4.159,133.938,0.784
Alternative,0.985,-2.392,150.059,0.507
Alternative,0.655,-9.948,120.019,0.83
Alternative,0.845,-5.718,160.027,0.604
Alternative,0.421,-8.824,64.763,0.362
Alternative,0.483,-7.263,176.283,0.304
Alternative,0.947,-3.498,120.023,0.505
Alternative,0.733,-6.197,88.981,0.64
Alternative,0.971,-3.66,144.031,0.449
Alternative,0.979,-3.436,154.977,0.385
Alternative,0.8,-2.761,83.81,0.391
Alternative,0.699,-7.574,118.567,0.667
Alternative,0.983,-3.69,193.042,0.359
Alternative,0.43,-10.439,90.078,0.569
Alternative,0.656,-9.486,80.438,0.637
Alternative,0.652,-6.255,97.469,0.583
Alternative,0.849,-3.606,89.328,0.503
Alternative,0.68,-5.867,95.002,0.697
Alternative,0.387,-10.206,96.018,0.274
Alternative,0.957,-3.901,140.004,0.52
Alternative,0.861,-4.273,93.984,0.49
Alternative,0.991,-2.043,129.522,0.4
Alternative,0.701,-5.943,73.97,0.464
Alternative,0.951,-4.52,126.588,0.509
Alternative,0.675,-6.519,120.048,0.713
Alternative,0.451,-13.363,78.484,0.606
Alternative,0.462,-12.124,142.137,0.645
Alternative,0.62,-5.117,95.078,0.68
Alternative,0.944,-2.885,101.078,0.427
Alternative,0.485,-8.671,137.974,0.695
Alternative,0.502,-8.703,83.117,0.382
Alternative,0.666,-5.866,120.048,0.612
Alternative,0.395,-6.399,94.664,0.326
Alternative,0.926,-5.122,150.016,0.483
Alternative,0.671,-3.838,131.959,0.683
Alternative,0.907,-3.607,166.005,0.398
Alternative,0.697,-9.277,111.855,0.477
Alternative,0.946,-4.546,98.021,0.624
Alternative,0.738,-6.561,132.017,0.755
Alternative,0.603,-7.314,116.84,0.666
Alternative,0.63,-5.131,115.942,0.373
Alternative,0.794,-4.446,120.002,0.774
Alternative,0.621,-5.657,94.565,0.671
Alternative,0.969,-3.5,93.185,0.494
Alternative,0.785,-7.37,168.988,0.557
Alternative,0.556,-6.16,141.286,0.52
Alternative,0.534,-9.672,116.98,0.617
Alternative,0.436,-13.603,81.967,0.39
Alternative,0.361,-14.728,96.43,0.881
Alternative,0.699,-11.625,129.492,0.557
Alternative,0.918,-6.288,120.567,0.318
Alternative,0.915,-4.927,80.05,0.452
Alternative,0.718,-6.794,165.272,0.396
Alternative,0.871,-4.912,80.939,0.596
Alternative,0.939,-4.206,125.981,0.612
Alternative,0.846,-5.68,116.01,0.779
Alternative,0.758,-6.424,122.945,0.659
Alternative,0.95,-4.173,172.926,0.372
Alternative,0.942,-3.195,101.996,0.63
Alternative,0.987,-3.299,99.928,0.544
Alternative,0.175,-11.721,105.724,0.501
Alternative,0.685,-5.841,96.986,0.8
Alternative,0.72,-8.188,77.976,0.473
Alternative,0.895,-3.125,155.973,0.755
Alternative,0.687,-9.075,159.03,0.695
Alternative,0.82,-4.193,166.303,0.454
Alternative,0.602,-5.877,119.938,0.875
Alternative,0.338,-10.944,95.989,0.907
Alternative,0.614,-8.941,175.926,0.378
Alternative,0.915,-4.251,88.051,0.539
Alternative,0.967,-3.89,83.032,0.462
Alternative,0.615,-5.395,132.312,0.637
Alternative,0.335,-12.704,121.988,0.77
Alternative,0.842,-4.778,90.027,0.636
Alternative,0.874,-6.972,119.993,0.759
Alternative,0.903,-5.956,106.329,0.367
Alternative,0.919,-5.292,100.845,0.503
Alternative,0.711,-10.211,109.328,0.66
Alternative,0.312,-10.63,126.961,0.594
Alternative,0.943,-4.192,99.604,0.529
Alternative,0.526,-7.75,100.949,0.895
Alternative,0.631,-10.338,104.126,0.685
Alternative,0.939,-3.153,176.022,0.373
Alternative,0.959,-5.493,103.006,0.56
Alternative,0.988,-2.361,128.04,0.604
Alternative,0.733,-7.8,75.356,0.512
Alternative,0.684,-12.048,101.277,0.847
Alternative,0.479,-9.695,91.757,0.869
Alternative,0.672,-5.526,108.047,0.298
Alternative,0.845,-5.237,85.014,0.589
Alternative,0.953,-2.686,153.955,0.179
Alternative,0.503,-8.89,144.035,0.488
Alternative,0.857,-8.407,135.461,0.575
Alternative,0.873,-4.366,125.072,0.63
Alternative,0.866,-5.247,166.066,0.446
Alternative,0.661,-5.908,111.64,0.757
Alternative,0.847,-4.87,170.064,0.54
Alternative,0.742,-6.777,91.959,0.7
Alternative,0.681,-6.4,193.778,0.39
Alternative,0.959,-3.775,131.83,0.54
Alternative,0.805,-8.32,118.965,0.566
Alternative,0.941,-4.159,91.442,0.649
Alternative,0.362,-13.502,141.285,0.353
Alternative,0.809,-4.522,92.013,0.541
Alternative,0.956,-3.634,122.897,0.352
Alternative,0.713,-8.867,186.785,0.419
Alternative,0.659,-6.909,99.018,0.774
Alternative,0.651,-6.26,121.202,0.571
Alternative,0.929,-4.918,76.152,0.462
Alternative,0.958,-2.331,142.706,0.458
Alternative,0.442,-7.66,145.976,0.819
Alternative,0.601,-9.396,102.99,0.61
Alternative,0.73,-6.728,123.051,0.731
Alternative,0.492,-7.108,54.134,0.249
Alternative,0.672,-5.44,166.004,0.512
Alternative,0.535,-9.243,89.984,0.63
Alternative,0.638,-6.346,98,0.771
Alternative,0.568,-8.904,136.894,0.716
Alternative,0.477,-7.79,85.775,0.307
Alternative,0.723,-8.689,98.583,0.689
Alternative,0.927,-4.473,141.966,0.713
Alternative,0.99,-3.961,145.162,0.334
Alternative,0.335,-8.298,77.078,0.127
Alternative,0.833,-2.748,148.114,0.316
Alternative,0.625,-7.339,90.121,0.894
Alternative,0.841,-5.829,143.815,0.488
Alternative,0.468,-8.517,87.533,0.831
Alternative,0.543,-10.596,135.95,0.588
Alternative,0.929,-2.627,121.983,0.571
Alternative,0.594,-8.652,78.079,0.855
Alternative,0.981,-4.572,165.027,0.358
Alternative,0.948,-3.965,130.072,0.548
Alternative,0.821,-2.981,127.006,0.696
Alternative,0.903,-5.537,109.858,0.593
Alternative,0.674,-7.097,114.958,0.622
Alternative,0.463,-7.828,123.881,0.737
Alternative,0.922,-7.441,165.034,0.411
Alternative,0.759,-6.162,109.782,0.392
Alternative,0.958,-2.683,163.089,0.318
Alternative,0.968,-2.438,76.668,0.358
Alternative,0.256,-8.899,123.828,0.378
Alternative,0.654,-6.295,102.009,0.769
Alternative,0.69,-2.936,94.006,0.605
