genre,energy,loudness,tempo,danceability
Hip-Hop,0.476,-9.805,118.931,0.785
Hip-Hop,0.688,-7.287,75.11,0.548
Hip-Hop,0.727,-7.143,129.795,0.75
Hip-Hop,0.682,-9.113,140.084,0.869
Hip-Hop,0.721,-4.596,94.939,0.6
Hip-Hop,0.561,-6.031,92.039,0.782
Hip-Hop,0.578,-4.536,177.959,0.816
Hip-Hop,0.928,-7.266,115.023,0.827
Hip-Hop,0.846,-5.167,144.079,0.844
Hip-Hop,0.408,-8.803,140.009,0.582
Hip-Hop,0.488,-7.303,193.397,0.386
Hip-Hop,0.684,-7.354,101.152,0.824
Hip-Hop,0.441,-8.266,143.117,0.715
Hip-Hop,0.905,-5.062,119.992,0.675
Hip-Hop,0.691,-6.351,129.988,0.955
Hip-Hop,0.656,-4.96,59.972,0.858
Hip-Hop,0.651,-6.684,142.118,0.75
Hip-Hop,0.758,-5.616,119.998,0.826
Hip-Hop,0.57,-9.54,136.203,0.589
Hip-Hop,0.71,-6.142,81.995,0.727
Hip-Hop,0.88,-3.688,94.295,0.73
Hip-Hop,0.669,-7.779,148.06,0.861
Hip-Hop,0.933,-8.47,85.49,0.767
Hip-Hop,0.403,-7.876,82.023,0.752
Hip-Hop,0.59,-6.186,151.059,0.795
Hip-Hop,0.644,-6.839,131.956,0.752
Hip-Hop,0.751,-3.801,104.999,0.709
Hip-Hop,0.787,-3.843,144.057,0.581
Hip-Hop,0.661,-9.402,143.537,0.589
Hip-Hop,0.738,-7.21,175.432,0.516
Hip-Hop,0.477,-7.161,119.928,0.796
Hip-Hop,0.442,-5.445,96.003,0.843
Hip-Hop,0.74,-6.235,180.559,0.569
Hip-Hop,0.37,-7.333,152.949,0.845
Hip-Hop,0.595,-5.192,147.007,0.789
Hip-Hop,0.854,-4.247,105.078,0.786
Hip-Hop,0.783,-4.525,140.047,0.755
Hip-Hop,0.719,-6.099,81.003,0.789
Hip-Hop,0.665,-8.727,135.058,0.873
Hip-Hop,0.67,-5.559,74.007,0.826
Hip-Hop,0.619,-6.071,146.283,0.78
Hip-Hop,0.841,-5.115,114.382,0.483
Hip-Hop,0.733,-5.931,139.975,0.748
Hip-Hop,0.494,-6.325,133.069,0.944
Hip-Hop,0.811,-4.526,168.269,0.517
Hip-Hop,0.373,-12.61,204.031,0.706
Hip-Hop,0.635,-6.549,110.034,0.846
Hip-Hop,0.583,-6.734,76.027,0.721
Hip-Hop,0.489,-8.948,107.055,0.809
Hip-Hop,0.664,-7.126,161.074,0.601
Hip-Hop,0.617,-5.534,116.635,0.54
Hip-Hop,0.685,-2.507,170.159,0.823
Hip-Hop,0.879,-2.573,84.08,0.674
Hip-Hop,0.883,-6.944,150.967,0.601
Hip-Hop,0.507,-10.186,145.969,0.538
Hip-Hop,0.744,-6.113,146,0.619
Hip-Hop,0.714,-6.223,126.053,0.671
Hip-Hop,0.862,-4.736,130.021,0.717
Hip-Hop,0.593,-6.629,92.946,0.9
Hip-Hop,0.672,-9.38,96.332,0.69
Hip-Hop,0.648,-6.503,98.022,0.856
Hip-Hop,0.341,-9.378,76.03,0.769
Hip-Hop,0.315,-11.618,139.993,0.811
Hip-Hop,0.814,-5.214,99.689,0.882
Hip-Hop,0.552,-10.8,102.011,0.817
Hip-Hop,0.577,-10.059,94.356,0.636
Hip-Hop,0.851,-4.738,91.058,0.427
Hip-Hop,0.831,-5.734,75.995,0.766
Hip-Hop,0.245,-6.545,96.992,0.759
Hip-Hop,0.705,-4.271,132.05,0.845
Hip-Hop,0.626,-9.544,79.101,0.544
Hip-Hop,0.784,-7.696,157.991,0.66
Hip-Hop,0.541,-6.525,92.132,0.808
Hip-Hop,0.468,-11.128,84.994,0.68
Hip-Hop,0.753,-7.556,110.722,0.654
Hip-Hop,0.683,-5.461,142.072,0.752
Hip-Hop,0.594,-8.652,78.079,0.855
Hip-Hop,0.855,-3.175,135.735,0.646
Hip-Hop,0.671,-4.48,127.133,0.587
Hip-Hop,0.489,-6.56,96.013,0.739
Hip-Hop,0.902,-5.595,130.019,0.643
Hip-Hop,0.709,-3.979,89.094,0.707
Hip-Hop,0.557,-10.554,87.97,0.544
Hip-Hop,0.706,-4.958,153.074,0.731
Hip-Hop,0.616,-6.908,160.079,0.641
Hip-Hop,0.776,-4.565,114.988,0.78
Hip-Hop,0.679,-4.988,89.878,0.712
Hip-Hop,0.52,-12.88,98.476,0.898
Hip-Hop,0.657,-8.277,99.985,0.826
Hip-Hop,0.406,-7.202,130.027,0.884
Hip-Hop,0.662,-7.758,94.531,0.669
Hip-Hop,0.478,-6.356,100.034,0.777
Hip-Hop,0.664,-4.21,127.919,0.802
Hip-Hop,0.83,-5.202,162.149,0.686
Hip-Hop,0.786,-3.125,146.917,0.779
Hip-Hop,0.655,-9.096,85.988,0.865
Hip-Hop,0.567,-5.467,129.976,0.821
Hip-Hop,0.58,-6.656,76.484,0.784
Hip-Hop,0.404,-10.511,95.969,0.779
Hip-Hop,0.782,-5.913,157.48,0.64
Hip-Hop,0.445,-8.145,133.045,0.847
Hip-Hop,0.79,-5.322,93.998,0.831
Hip-Hop,0.722,-6.043,97.867,0.83
Hip-Hop,0.424,-6.155,145.886,0.859
Hip-Hop,0.529,-10.461,144.959,0.894
Hip-Hop,0.787,-4.581,109.883,0.78
Hip-Hop,0.535,-5.944,117.957,0.919
Hip-Hop,0.536,-8.469,130.018,0.797
Hip-Hop,0.744,-5.239,92.91,0.896
Hip-Hop,0.473,-9.86,95.948,0.791
Hip-Hop,0.441,-7.128,79.175,0.598
Hip-Hop,0.422,-13.95,96.216,0.849
Hip-Hop,0.467,-10.354,150.004,0.743
Hip-Hop,0.741,-7.742,88.683,0.659
Hip-Hop,0.451,-6.611,142.081,0.9
Hip-Hop,0.717,-6.802,99.943,0.912
Hip-Hop,0.859,-1.152,114.001,0.922
Hip-Hop,0.85,-4.703,173.497,0.612
Hip-Hop,0.527,-6.798,139.934,0.771
Hip-Hop,0.552,-7.676,81.987,0.787
Hip-Hop,0.643,-7.079,180.193,0.654
Hip-Hop,0.606,-7.357,121.986,0.623
Hip-Hop,0.662,-7.016,152.927,0.776
Hip-Hop,0.513,-9.265,80.047,0.818
Hip-Hop,0.473,-8.454,73.918,0.779
Hip-Hop,0.523,-6.851,156.032,0.862
Hip-Hop,0.863,-3.932,90.982,0.844
Hip-Hop,0.801,-4.086,177.843,0.663
Hip-Hop,0.482,-6.128,125.014,0.972
Hip-Hop,0.709,-6.072,111.913,0.585
Hip-Hop,0.487,-6.071,127.05,0.964
Hip-Hop,0.773,-6.893,90.039,0.843
Hip-Hop,0.754,-5.805,159.947,0.733
Hip-Hop,0.881,-5.143,102.517,0.88
Hip-Hop,0.635,-6.609,87.581,0.814
Hip-Hop,0.729,-6.313,131.975,0.716
Hip-Hop,0.734,-8.856,110.916,0.659
Hip-Hop,0.645,-6.3,137.538,0.622
Hip-Hop,0.68,-5.991,110.016,0.787
Hip-Hop,0.943,-6.254,171.811,0.641
Hip-Hop,0.388,-9.808,136.153,0.544
Hip-Hop,0.451,-13.2,110.964,0.7
Hip-Hop,0.553,-6.795,142.984,0.71
Hip-Hop,0.426,-9.175,97.963,0.725
Hip-Hop,0.649,-5.497,132.944,0.608
Hip-Hop,0.727,-4.78,166.006,0.543
Hip-Hop,0.558,-8.838,90.996,0.777
Hip-Hop,0.642,-4.29,145.004,0.827
Hip-Hop,0.793,-4.826,153.895,0.555
Hip-Hop,0.775,-7.575,114.987,0.741
Hip-Hop,0.43,-9.752,76.439,0.688
Hip-Hop,0.649,-8.433,153.069,0.674
Hip-Hop,0.467,-6.645,96.056,0.78
Hip-Hop,0.792,-5.323,78.885,0.518
Hip-Hop,0.698,-6.525,139.867,0.645
Hip-Hop,0.357,-9.657,109.973,0.881
Hip-Hop,0.494,-7.607,135.159,0.735
Hip-Hop,0.621,-5.954,167.712,0.448
Hip-Hop,0.406,-8.892,120.999,0.8
Hip-Hop,0.738,-5.967,110.121,0.716
Hip-Hop,0.549,-5.706,99.953,0.682
Hip-Hop,0.535,-8.473,76.983,0.842
Hip-Hop,0.671,-6.964,89.988,0.893
Hip-Hop,0.765,-7.058,89.988,0.715
Hip-Hop,0.514,-7.108,142.98,0.72
Hip-Hop,0.411,-5.311,84.07,0.902
Hip-Hop,0.783,-4.013,69.716,0.534
Hip-Hop,0.541,-8.848,146.938,0.564
Hip-Hop,0.508,-7.496,159.911,0.721
Hip-Hop,0.422,-11.769,93.002,0.746
Hip-Hop,0.324,-10.75,148.226,0.773
Hip-Hop,0.512,-10.408,96.002,0.73
Hip-Hop,0.759,-6.483,92.067,0.649
Hip-Hop,0.685,-8.051,140.075,0.839
Hip-Hop,0.74,-6.195,159.959,0.576
Hip-Hop,0.538,-8.503,132.995,0.786
Hip-Hop,0.719,-3.839,90.013,0.736
Hip-Hop,0.813,-1.418,88.023,0.768
Hip-Hop,0.658,-6.037,145.033,0.888
Hip-Hop,0.525,-8.968,126.51,0.586
Hip-Hop,0.617,-9.32,149.962,0.808
Hip-Hop,0.634,-8.415,81,0.632
Hip-Hop,0.711,-6.741,79.949,0.822
Hip-Hop,0.868,-5.386,92.907,0.554
Hip-Hop,0.495,-6.385,80.032,0.65
Hip-Hop,0.553,-7.286,142.072,0.852
Hip-Hop,0.463,-12.867,89.694,0.727
Hip-Hop,0.453,-9.206,109.987,0.725
Hip-Hop,0.73,-6.177,94.409,0.784
Hip-Hop,0.676,-9.038,96.976,0.769
Hip-Hop,0.827,-3.958,115.029,0.513
Hip-Hop,0.571,-7.124,146.97,0.915
Hip-Hop,0.605,-7.476,169.924,0.592
Hip-Hop,0.573,-8.113,91.037,0.879
Hip-Hop,0.645,-4.486,135.029,0.88
Hip-Hop,0.619,-7.66,82.988,0.896
Hip-Hop,0.651,-8.645,105.814,0.892
Hip-Hop,0.768,-5.54,125.04,0.955
Hip-Hop,0.544,-6.748,127.99,0.746
Hip-Hop,0.756,-3.922,136.024,0.704
Hip-Hop,0.582,-7.2,93.999,0.882
Hip-Hop,0.882,-5.47,130.034,0.879
Hip-Hop,0.531,-8.993,140.038,0.908
Hip-Hop,0.746,-3.777,95.026,0.855
Hip-Hop,0.351,-14.521,159.988,0.661
Hip-Hop,0.777,-5.008,106.528,0.582
Hip-Hop,0.66,-5.892,76.493,0.524
Hip-Hop,0.746,-5.729,156.12,0.862
Hip-Hop,0.538,-9.03,89.029,0.761
Hip-Hop,0.706,-3.376,130.017,0.821
Hip-Hop,0.883,-5.058,135.141,0.649
Hip-Hop,0.511,-8.675,145.061,0.816
Hip-Hop,0.517,-12.017,79.585,0.462
Hip-Hop,0.47,-7.48,75.474,0.831
Hip-Hop,0.53,-5.554,97.033,0.763
Hip-Hop,0.597,-6.468,95.769,0.71
Hip-Hop,0.803,-5.555,90.88,0.724
Hip-Hop,0.657,-6.578,96.084,0.823
Hip-Hop,0.865,-5.015,181.871,0.63
Hip-Hop,0.72,-9.25,133.429,0.409
Hip-Hop,0.742,-4.582,130,0.886
Hip-Hop,0.634,-6.887,143.812,0.717
Hip-Hop,0.62,-7.413,115.031,0.738
Hip-Hop,0.609,-5.64,128.008,0.918
Hip-Hop,0.707,-6.537,93.145,0.704
Hip-Hop,0.911,-6.574,170.829,0.58
Hip-Hop,0.624,-11.115,93.024,0.701
Hip-Hop,0.569,-6.764,95.988,0.478
Hip-Hop,0.715,-8.525,92.918,0.674
Hip-Hop,0.583,-6.064,130.979,0.959
Hip-Hop,0.924,-6.191,95.237,0.478
Hip-Hop,0.436,-8.296,140.056,0.786
Hip-Hop,0.474,-8.977,100.036,0.657
Hip-Hop,0.732,-4.413,69.873,0.43
Hip-Hop,0.897,-5.396,94.997,0.756
Hip-Hop,0.749,-7.875,113.241,0.746
Hip-Hop,0.468,-6.115,158.061,0.577
Hip-Hop,0.624,-1.916,167.108,0.489
Hip-Hop,0.582,-7.938,109.916,0.478
Hip-Hop,0.439,-11.027,121.797,0.659
Hip-Hop,0.696,-5.811,114.957,0.761
Hip-Hop,0.547,-9.041,81.483,0.874
Hip-Hop,0.649,-8.623,120.068,0.749
Hip-Hop,0.453,-6.941,161.997,0.813
Hip-Hop,0.922,-2.963,95.006,0.816
Hip-Hop,0.504,-8.411,79.969,0.68
Hip-Hop,0.748,-5.093,139.979,0.921
Hip-Hop,0.456,-10.016,91.997,0.78
Hip-Hop,0.703,-7.488,122.973,0.828
Hip-Hop,0.583,-5.941,87.99,0.839
Hip-Hop,0.514,-8.787,129.646,0.572
Hip-Hop,0.529,-8.742,115.994,0.722
Hip-Hop,0.516,-6.286,109.997,0.797
Hip-Hop,0.871,-6.797,89.997,0.794
Hip-Hop,0.692,-5.742,169.025,0.725
Hip-Hop,0.561,-6.534,159.951,0.68
Hip-Hop,0.733,-6.012,109.989,0.692
Hip-Hop,0.499,-7.456,73.152,0.738
Hip-Hop,0.547,-6.928,77.791,0.823
Hip-Hop,0.798,-5.392,90.67,0.564
Hip-Hop,0.528,-6.828,95.99,0.721
Hip-Hop,0.55,-10.395,147.98,0.627
Hip-Hop,0.6,-8.365,82.017,0.714
Hip-Hop,0.642,-5.648,200.215,0.529
Hip-Hop,0.579,-6.788,84.143,0.562
Hip-Hop,0.677,-8.55,95.01,0.728
Hip-Hop,0.543,-9.949,126.937,0.818
Hip-Hop,0.949,-5.606,116.012,0.944
Hip-Hop,0.431,-9.53,165.854,0.561
Hip-Hop,0.597,-4.813,75,0.807
Hip-Hop,0.7,-6.212,85.814,0.629
Hip-Hop,0.723,-5.45,104.969,0.703
Hip-Hop,0.582,-7.313,103.01,0.848
Hip-Hop,0.631,-8.576,175.593,0.354
Hip-Hop,0.853,-5.814,103.993,0.688
Hip-Hop,0.944,-3.626,130.035,0.603
Hip-Hop,0.533,-6.246,134.001,0.698
Hip-Hop,0.733,-7.256,176.089,0.559
Hip-Hop,0.319,-8.727,118.844,0.635
Hip-Hop,0.823,-7.01,94.712,0.529
Hip-Hop,0.62,-6.986,160.085,0.86
Hip-Hop,0.598,-7.249,173.897,0.761
Hip-Hop,0.814,-5.42,97.974,0.777
Hip-Hop,0.645,-12.109,165.731,0.649
Hip-Hop,0.488,-8.702,159.965,0.45
Hip-Hop,0.419,-10.668,91.634,0.713
Hip-Hop,0.488,-11.457,92.102,0.857
Hip-Hop,0.849,-4.234,140.001,0.759
Hip-Hop,0.29,-15.163,173.036,0.82
Hip-Hop,0.62,-4.85,92.469,0.563
Hip-Hop,0.889,-4.08,100.011,0.782
Hip-Hop,0.56,-7.114,146.94,0.809
Hip-Hop,0.621,-6.736,107.991,0.585
Hip-Hop,0.731,-6.637,130.202,0.687
Hip-Hop,0.618,-6.682,111.003,0.884
Hip-Hop,0.681,-6.105,92.871,0.751
Hip-Hop,0.583,-9.351,137.079,0.696
Hip-Hop,0.557,-7.25,130.042,0.68
Hip-Hop,0.642,-9.367,135.129,0.673
Hip-Hop,0.828,-4.532,82.006,0.76
Hip-Hop,0.671,-7.959,108.992,0.803
Hip-Hop,0.712,-7.53,92.973,0.677
Hip-Hop,0.518,-8.809,86.141,0.828
Hip-Hop,0.352,-9.967,152.082,0.666
Hip-Hop,0.601,-5.283,74.008,0.845
Hip-Hop,0.667,-4.971,136.119,0.62
Hip-Hop,0.547,-9.351,84.364,0.644
Hip-Hop,0.992,1.012,139.974,0.556
Hip-Hop,0.62,-7.837,150.022,0.692
Hip-Hop,0.694,-4.393,122.078,0.855
Hip-Hop,0.48,-6.619,79.892,0.644
Hip-Hop,0.585,-7.266,75.877,0.832
Hip-Hop,0.835,-6.808,115.025,0.697
Hip-Hop,0.82,-5.953,140.071,0.707
Hip-Hop,0.458,-5.643,132.992,0.92
Hip-Hop,0.751,-4.646,129.972,0.898
Hip-Hop,0.707,-3.778,155.009,0.698
Hip-Hop,0.517,-7.999,139.857,0.704
Hip-Hop,0.716,-7.519,145.156,0.638
Hip-Hop,0.571,-8.368,58.312,0.608
Hip-Hop,0.758,-5.333,172.066,0.64
Hip-Hop,0.621,-8.536,92.97,0.572
Hip-Hop,0.751,-8.363,98.647,0.865
Hip-Hop,0.83,-5.288,144.017,0.659
Hip-Hop,0.869,-3.843,93.77,0.754
Hip-Hop,0.791,-5.463,152.859,0.693
Hip-Hop,0.713,-8.867,186.785,0.419
Hip-Hop,0.498,-13.683,94.062,0.868
Hip-Hop,0.86,-6.228,97.893,0.785
Hip-Hop,0.658,-4.938,182.184,0.666
Hip-Hop,0.513,-3.569,87.021,0.771
Hip-Hop,0.526,-6.228,136.105,0.766
Hip-Hop,0.297,-9.854,110.048,0.84
Hip-Hop,0.712,-9.433,114.998,0.601
Hip-Hop,0.784,-7.164,98.729,0.662
Hip-Hop,0.625,-8.365,123.967,0.876
Hip-Hop,0.768,-5.469,142.022,0.723
Hip-Hop,0.72,-5.189,96.237,0.514
Hip-Hop,0.714,-7.872,138.145,0.697
Hip-Hop,0.66,-6.388,129.991,0.768
Hip-Hop,0.563,-6.214,185.056,0.687
Hip-Hop,0.62,-5.931,129.37,0.64
Hip-Hop,0.776,-4.765,143.968,0.772
Hip-Hop,0.716,-5.554,180.165,0.6
Hip-Hop,0.688,-4.346,130.052,0.808
Hip-Hop,0.736,-6.969,84.973,0.567
Hip-Hop,0.592,-5.003,140.12,0.74
Hip-Hop,0.898,-3.132,160.096,0.453
Hip-Hop,0.771,-5.586,180.002,0.617
Hip-Hop,0.94,-4.099,80.084,0.432
Hip-Hop,0.919,-4.702,180.069,0.526
Hip-Hop,0.391,-15.681,89.046,0.589
Hip-Hop,0.398,-8.993,95.976,0.765
Hip-Hop,0.558,-7.863,89.953,0.665
Hip-Hop,0.409,-10.134,120.095,0.795
Hip-Hop,0.661,-5.292,80.351,0.723
Hip-Hop,0.697,-5.063,149.28,0.744
Hip-Hop,0.732,-4.522,171.431,0.698
Hip-Hop,0.71,-7.058,95.832,0.877
Hip-Hop,0.637,-7.921,111.005,0.689
Hip-Hop,0.593,-9.942,176.243,0.574
Hip-Hop,0.338,-11.774,128.045,0.731
Hip-Hop,0.818,-5.179,81.104,0.499
Hip-Hop,0.821,-5.336,135.062,0.727
Hip-Hop,0.914,-3.027,96.046,0.727
Hip-Hop,0.452,-7.947,82.012,0.672
Hip-Hop,0.619,-5.21,77.036,0.813
Hip-Hop,0.491,-8.793,124.968,0.78
Hip-Hop,0.498,-5.302,128.024,0.952
Hip-Hop,0.702,-7.086,110.579,0.483
Hip-Hop,0.444,-7.783,119.975,0.689
Hip-Hop,0.664,-6.644,148.808,0.683
Hip-Hop,0.689,-5.121,137.05,0.939
Hip-Hop,0.673,-10.4,124.985,0.552
Hip-Hop,0.568,-9.311,176.24,0.82
Hip-Hop,0.51,-7.053,89.949,0.773
Hip-Hop,0.769,-5.369,174.418,0.576
Hip-Hop,0.825,-5.25,127.95,0.713
Hip-Hop,0.634,-7.496,154.963,0.79
Hip-Hop,0.738,-4.444,199.915,0.609
Hip-Hop,0.696,-7.864,91.04,0.696
Hip-Hop,0.691,-4.603,145.046,0.772
Hip-Hop,0.71,-4.997,90.892,0.731
Hip-Hop,0.897,-8.615,132.014,0.711
Hip-Hop,0.654,-7.641,140.007,0.78
Hip-Hop,0.574,-9.373,131.075,0.596
Hip-Hop,0.488,-6.602,144.034,0.773
Hip-Hop,0.597,-6.59,123.997,0.751
Hip-Hop,0.9,-1.578,145.042,0.505
Hip-Hop,0.596,-7.426,82.113,0.793
Hip-Hop,0.765,-3.545,94.812,0.784
Hip-Hop,0.682,-5.924,180.026,0.737
Hip-Hop,0.91,-3.499,92.332,0.658
Hip-Hop,0.473,-12.452,152.984,0.724
Hip-Hop,0.583,-6.434,140.943,0.726
Hip-Hop,0.465,-10.43,137.823,0.7
Hip-Hop,0.686,-6.412,137.843,0.613
Hip-Hop,0.681,-4.495,141.87,0.675
Hip-Hop,0.477,-7.361,76.971,0.705
Hip-Hop,0.699,-6.687,92.007,0.904
Hip-Hop,0.587,-5.99,92.009,0.77
Hip-Hop,0.614,-5.431,134.028,0.766
Hip-Hop,0.491,-12.87,173.147,0.643
Hip-Hop,0.633,-5.205,137.956,0.857
Hip-Hop,0.662,-6.162,117.975,0.879
Hip-Hop,0.476,-12.155,144.2,0.562
Hip-Hop,0.829,-3.29,77.518,0.841
Hip-Hop,0.659,-5.146,177.711,0.678
Hip-Hop,0.889,-5.169,121.144,0.964
Hip-Hop,0.685,-5.769,132.996,0.896
Hip-Hop,0.663,-4.652,160.106,0.722
Hip-Hop,0.613,-8.819,113.979,0.746
Hip-Hop,0.788,-9.197,85.835,0.742
Hip-Hop,0.661,-3.885,149.906,0.703
Indie,0.234,-9.547,110.264,0.643
Indie,0.24,-11.229,76.019,0.764
Indie,0.772,-5.169,103.999,0.654
Indie,0.248,-13.304,125.298,0.628
Indie,0.909,-3.527,130.009,0.742
Indie,0.579,-6.513,87.937,0.494
Indie,0.347,-4.101,132.845,0.547
Indie,0.463,-9.619,107.906,0.489
Indie,0.53,-5.967,105.031,0.796
Indie,0.491,-11.351,96.028,0.571
Indie,0.906,-3.906,94.997,0.659
Indie,0.506,-12.479,155.013,0.739
Indie,0.315,-12.217,103.335,0.588
Indie,0.578,-6.942,118.923,0.596
Indie,0.326,-8.441,176.53,0.357
Indie,0.253,-14.274,171.949,0.54
Indie,0.33,-11.475,150.075,0.611
Indie,0.295,-16.152,129.819,0.388
Indie,0.55,-8.516,148.101,0.472
Indie,0.378,-8.813,109.94,0.678
Indie,0.179,-13.919,163.819,0.293
Indie,0.388,-8.302,158.687,0.671
Indie,0.373,-10.863,111.164,0.556
Indie,0.527,-8.852,89.035,0.546
Indie,0.688,-5.14,97.984,0.643
Indie,0.675,-4.594,119.867,0.814
Indie,0.325,-10.606,113.614,0.733
Indie,0.946,-4.192,108.934,0.599
Indie,0.624,-6.462,154.703,0.459
Indie,0.818,-5.666,118.635,0.338
Indie,0.588,-4.889,81.997,0.592
Indie,0.337,-10.189,89.961,0.554
Indie,0.928,-3.08,169.901,0.41
Indie,0.867,-5.26,134.984,0.542
Indie,0.894,-3.579,149.043,0.313
Indie,0.464,-5.3,118.95,0.657
Indie,0.746,-5.054,117.807,0.591
Indie,0.791,-2.407,87.028,0.518
Indie,0.876,-3.723,121.115,0.41
Indie,0.819,-6.385,125.975,0.589
Indie,0.958,-2.839,114.73,0.706
Indie,0.879,-0.93,126.042,0.647
Indie,0.371,-10.943,120.219,0.747
Indie,0.764,-4.827,77.441,0.56
Indie,0.341,-10.32,129.626,0.263
Indie,0.525,-8.454,93.007,0.645
Indie,0.717,-6.06,130.898,0.525
Indie,0.419,-7.42,130.213,0.519
Indie,0.852,-6.379,171.988,0.438
Indie,0.609,-5.68,82.989,0.342
Indie,0.339,-7.969,74.543,0.178
Indie,0.309,-10.623,137.462,0.514
Indie,0.202,-10.719,72.062,0.675
Indie,0.672,-6.274,79.979,0.617
Indie,0.539,-10.148,129,0.517
Indie,0.518,-6.857,101.992,0.696
Indie,0.444,-9.852,165.715,0.363
Indie,0.295,-12.892,114.744,0.468
Indie,0.299,-11.433,143.188,0.696
Indie,0.313,-10.313,141.177,0.547
Indie,0.585,-5.76,119.9,0.627
Indie,0.559,-7.338,151.985,0.579
Indie,0.63,-6.724,120.05,0.637
Indie,0.771,-7.808,80.586,0.438
Indie,0.396,-7.586,132.08,0.605
Indie,0.149,-14.99,131.071,0.452
Indie,0.277,-13.111,159.719,0.329
Indie,0.437,-7.594,98.541,0.752
Indie,0.58,-6.253,166.644,0.274
Indie,0.712,-6.275,182.841,0.389
Indie,0.877,-4.174,120.178,0.466
Indie,0.406,-8.075,119.966,0.478
Indie,0.382,-9.158,106.763,0.716
Indie,0.651,-9.188,112.021,0.657
Indie,0.803,-5.498,86.958,0.419
Indie,0.41,-9.629,97.725,0.689
Indie,0.765,-6.608,98.037,0.575
Indie,0.4,-5.91,110.992,0.777
Indie,0.235,-20.423,120.138,0.49
Indie,0.364,-10.836,129.568,0.401
Indie,0.591,-4.376,100.05,0.714
Indie,0.709,-5.625,95.993,0.457
Indie,0.184,-11.035,90.541,0.386
Indie,0.17,-10.911,172.241,0.373
Indie,0.527,-8.651,119.974,0.665
Indie,0.642,-8.357,82.167,0.531
Indie,0.874,-5.543,115.983,0.653
Indie,0.2,-13.569,133.113,0.342
Indie,0.44,-9.565,74.981,0.581
Indie,0.51,-7.255,115.139,0.793
Indie,0.355,-8.404,170.168,0.324
Indie,0.435,-10.136,103.816,0.829
Indie,0.663,-5.248,122.041,0.69
Indie,0.467,-8.305,145.027,0.513
Indie,0.531,-7.646,166.495,0.659
Indie,0.34,-6.985,131.353,0.68
Indie,0.836,-4.029,105.925,0.545
Indie,0.5,-10.829,139.174,0.56
Indie,0.544,-10.747,112.082,0.478
Indie,0.704,-8.32,115.037,0.57
Indie,0.218,-10.791,125.899,0.557
Indie,0.923,-5.205,119,0.544
Indie,0.321,-7.735,118.045,0.712
Indie,0.798,-5.563,104.999,0.69
Indie,0.905,-3.483,173.781,0.262
Indie,0.697,-6.475,120.016,0.594
Indie,0.96,-3.595,147.999,0.698
Indie,0.734,-7.364,156.084,0.584
Indie,0.754,-4.103,166.156,0.687
Indie,0.821,-6.649,120.473,0.542
Indie,0.805,-6.941,73.232,0.552
Indie,0.482,-9.66,124.971,0.574
Indie,0.819,-3.399,123.052,0.709
Indie,0.463,-9.657,124.977,0.579
Indie,0.757,-4.51,199.901,0.436
Indie,0.465,-10.272,94.035,0.647
Indie,0.59,-12.821,130.71,0.714
Indie,0.611,-5.938,129.981,0.7
Indie,0.237,-11.272,104.897,0.511
Indie,0.962,-4.759,95.09,0.574
Indie,0.767,-5.026,120.07,0.581
Indie,0.635,-7.557,166.04,0.449
Indie,0.741,-7.212,94.002,0.745
Indie,0.727,-4.62,128.75,0.588
Indie,0.85,-3.75,146.018,0.355
Indie,0.71,-5.849,127.975,0.733
Indie,0.62,-8.316,75.564,0.385
Indie,0.696,-5.752,180.006,0.461
Indie,0.696,-3.59,101.989,0.738
Indie,0.814,-6.689,149.69,0.693
Indie,0.887,-3.83,125.962,0.542
Indie,0.776,-6.221,129.977,0.689
Indie,0.89,-5.755,95.022,0.683
Indie,0.152,-14.996,143.972,0.533
Indie,0.581,-5.851,124.028,0.711
Indie,0.592,-4.495,108.058,0.723
Indie,0.513,-6.91,117.008,0.64
Indie,0.768,-8.698,116.026,0.532
Indie,0.791,-7.293,145.083,0.499
Indie,0.948,-4.19,103.183,0.535
Indie,0.75,-3.889,120.988,0.773
Indie,0.578,-4.563,123.669,0.524
Indie,0.59,-7.751,127.275,0.618
Indie,0.417,-11.122,137.267,0.613
Indie,0.611,-6.445,160.07,0.6
Indie,0.273,-9.987,76.006,0.632
Indie,0.441,-9.361,84.96,0.651
Indie,0.866,-3.713,115.001,0.65
Indie,0.422,-8.106,111.696,0.646
Indie,0.457,-11.351,95.996,0.764
Indie,0.769,-4.581,131.811,0.593
Indie,0.53,-8.87,96.56,0.388
Indie,0.84,-6.667,75.542,0.462
Indie,0.193,-8.904,82.035,0.66
Indie,0.953,-5.611,100.033,0.538
Indie,0.869,-5.193,126.02,0.509
Indie,0.714,-5.92,120.019,0.826
Indie,0.618,-11.316,106.337,0.565
Indie,0.76,-7.557,135.122,0.584
Indie,0.592,-8.388,121.949,0.673
Indie,0.565,-7.702,120.042,0.628
Indie,0.778,-4.293,135.837,0.526
Indie,0.341,-12.66,140.914,0.52
Indie,0.551,-5.615,75.704,0.403
Indie,0.331,-13.073,124.657,0.51
Indie,0.654,-6.42,206.744,0.264
Indie,0.192,-7.306,115.529,0.734
Indie,0.381,-8.503,147.432,0.56
Indie,0.549,-6.566,106.998,0.651
Indie,0.489,-6.249,113.913,0.526
Indie,0.15,-20.543,124.956,0.685
Indie,0.394,-7.537,78.926,0.658
Indie,0.709,-5.157,116.467,0.851
